ÏúÁ¿(Ç§¿Ë),ÏúÊÛµ¥¼Û(Ôª/Ç§¿Ë),ÈÕÆÚ,Åú·¢¼Û¸ñ(Ôª/Ç§¿Ë),µ¥Æ·Ãû³Æ,ËðºÄÂÊ(%)
1.0,3.9,2023-06-24,2.78,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-24,2.78,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-24,2.78,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-24,2.78,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-24,2.78,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-24,2.78,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-24,2.78,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-24,2.78,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-24,2.78,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-24,2.78,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-24,2.78,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-24,2.78,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-24,2.78,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-24,2.78,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-24,2.78,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-25,2.75,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-25,2.75,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-25,2.75,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-25,2.75,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-25,2.75,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-25,2.75,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-25,2.75,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-25,2.75,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-25,2.75,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-25,2.75,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-25,2.75,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-25,2.75,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-25,2.75,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-26,2.93,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-26,2.93,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-26,2.93,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-26,2.93,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-26,2.93,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-26,2.93,ÂÝË¿½·(·Ý),9.43
1.0,3.9,2023-06-26,2.93,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-27,2.93,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-27,2.93,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-27,2.93,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-27,2.93,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-27,2.93,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-28,3.39,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-28,3.39,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-28,3.39,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-28,3.39,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-28,3.39,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-28,3.39,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-28,3.39,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-28,3.39,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-28,3.39,ÂÝË¿½·(·Ý),9.43
1.0,3.5,2023-06-28,3.39,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-29,3.87,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-29,3.87,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-29,3.87,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-29,3.87,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-29,3.87,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-29,3.87,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-29,3.87,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-29,3.87,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-29,3.87,ÂÝË¿½·(·Ý),9.43
1.0,3.5,2023-06-29,3.87,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-29,3.87,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-29,3.87,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-29,3.87,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-29,3.87,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-29,3.87,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-29,3.87,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-29,3.87,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-29,3.87,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-29,3.87,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-30,4.29,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-30,4.29,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-30,4.29,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-30,4.29,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-30,4.29,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-30,4.29,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-30,4.29,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-30,4.29,ÂÝË¿½·(·Ý),9.43
1.0,5.9,2023-06-30,4.29,ÂÝË¿½·(·Ý),9.43
1.0,3.5,2023-06-30,4.29,ÂÝË¿½·(·Ý),9.43
